symbol,log2FoldChange,padj,stat,biotype
SLC25A36,0.9760798482240771,8.398667026265759e-60,16.79241295088322,protein_coding
MOB4,-0.17223298337888956,4.294215326802898e-5,-5.086903652311479,protein_coding
HSPE1,-0.12702717240469263,0.02693957678152435,-3.447213266315957,protein_coding
RALGPS2,0.6034318563198835,2.1754683303083294e-10,7.175892189331984,protein_coding
RNF19B,-0.3867837105641759,1.0351624541019758e-4,-4.895632457591833,protein_coding
SFPQ,-0.1868658975965477,0.02766241830157921,-3.43724899163426,protein_coding
SLC35D1,1.8421661471006465,5.0354383556073326e-157,27.036249949633014,protein_coding
NID1,-0.3172441835504779,1.184535098682918e-12,-7.885642742551466,protein_coding
CDC20,0.3182769932017839,0.010094649401159426,3.7469727995788884,protein_coding
SLC19A2,0.33083586112251445,0.01795731765118006,3.567983370167247,protein_coding
TNFSF4,-0.29191009541320484,0.015133654588289882,-3.627196742110637,protein_coding
CENPF,0.23021286165986732,0.026613240059144186,3.4519365981384618,protein_coding
NRP2,-0.34983879207108987,9.78704063443282e-4,-4.380329070412187,protein_coding
TNFAIP3,-0.33569394353213894,9.890999368532653e-10,-6.948128419260544,protein_coding
SLC16A7,0.6012906401617948,0.023275525273766574,3.4937982038001065,protein_coding
CCND2,1.5713578558244505,3.846924206540636e-42,14.099754486232163,protein_coding
YPEL5,-0.2712696624592917,0.008445009728727323,-3.8042717914508204,protein_coding
SLC17A5,0.4731446179340849,0.02693957678152435,3.4458178736308596,protein_coding
MYOT,0.2510631936025637,9.099658029508006e-7,5.840373571195073,protein_coding
SOCS2,-0.5260463814510656,7.233345970820752e-5,-4.976773427904186,protein_coding
FABP3,0.46425833638711567,4.05492621612278e-8,6.374972219352983,protein_coding
CXCR4,-0.4639626665307638,0.005498494541743486,-3.9306063836167793,protein_coding
CBX3,-0.161324295744757,0.0017049859545764773,-4.243066719529865,protein_coding
HNRNPA2B1,-0.16790665164902305,1.6492512737431205e-5,-5.296569925922675,protein_coding
RASSF8,0.3097787643780794,0.010094649401159426,3.7492652669876914,protein_coding
NR4A1,-0.3775254324522653,0.002111613258141887,-4.1825864367733425,protein_coding
RAB38,0.1681724411848284,0.008921939296375244,3.7874227199034243,protein_coding
PREX1,0.5099568459037278,2.386531591377396e-5,5.214934240598728,protein_coding
PMEPA1,-0.8221765408898513,0.015956050654495974,-3.610508362657746,protein_coding
MT2A,-0.3303994432834825,4.715806833000501e-25,-10.924274302895887,protein_coding
PCNX4,0.41202801820683116,3.189987570756997e-7,6.018939531930345,protein_coding
HSPA2,0.36432882415335244,0.016426239889682046,3.598525148963422,protein_coding
RAP1B,-0.10803349916740909,0.039673566425111224,-3.3242751207656585,protein_coding
ATF4,-0.18864891253551713,0.015844902125961336,-3.613814809611423,protein_coding
TPST2,0.5583696725307857,3.1530825637864586e-5,5.157786313671164,protein_coding
ATP6V1F,0.21496758895670154,0.00832353328130231,3.8111106675841167,protein_coding
VGF,-0.9737549843052247,2.2213421180010817e-9,-6.824841634195073,protein_coding
TWSG1,-0.17276362295387965,0.03277463802326852,-3.3868187690542886,protein_coding
ARHGEF6,-0.30815259037638837,0.0021564146419892323,-4.1723704007563205,protein_coding
LSP1,-0.1608712066573888,0.0196677615085547,-3.542622382800196,protein_coding
KIF3A,0.1312303669172142,0.03905907701363593,3.3300008503839877,protein_coding
RAN,-0.14464374097615568,1.9938498964443247e-5,-5.2534983957691805,protein_coding
SPINK5,-0.23815647326098072,9.465976451192764e-7,-5.830617802044377,protein_coding
SLC38A2,-0.2163102858240737,0.0017334938206355994,-4.234589073844461,protein_coding
TBX3,-0.16094040984686747,0.014210835205434817,-3.6476105155771714,protein_coding
CIDEB,-0.4886305516696338,2.5750894905398547e-5,-5.198183609388176,protein_coding
EPRS,-0.1294956909056772,7.699399587276533e-6,-5.442479331097268,protein_coding
NOV,0.1288470131141728,0.038533164885775364,3.3351537746957693,protein_coding
RDX,0.5826752945850868,1.4989573858706046e-36,13.145130636653308,protein_coding
FDX1,-0.11334993321426846,0.048762173608436044,-3.2513439350513185,protein_coding
ARHGAP20,-0.42414081649591706,3.310141778929665e-4,-4.626643460244045,protein_coding
CYP19A1,-0.430299710261616,1.4162225344410756e-6,-5.759870819324962,protein_coding
ITGAV,0.34353254875225914,0.011625627278338952,3.702121672799253,protein_coding
ARHGAP24,-0.42669949667534396,0.043918805748482795,-3.291697276961824,protein_coding
SEPT11,0.4619349889197903,3.9074863988396196e-4,4.588095883844998,protein_coding
CLSTN3,-0.48200224479827636,0.002154491040522764,-4.174373889322777,protein_coding
PEX5,-0.3173754990795527,0.016495613637864632,-3.595962635050687,protein_coding
PHLDA1,-0.381887661320247,0.0014229064549606955,-4.28821496211253,protein_coding
AMDHD1,-0.6222808228305962,0.005032742973711151,-3.962300970968474,protein_coding
ABHD2,-0.17199190404014555,0.0303779775761862,-3.410114952704449,protein_coding
KIFC3,-0.36509915702603846,0.04747363902457705,-3.265650677131937,protein_coding
SERBP1,0.1531212743225874,0.009093897083903759,3.7810747534782636,protein_coding
CYR61,0.4693933467760659,0.00527521447252736,3.9458114157448962,protein_coding
XPR1,0.3888149597269478,1.3043043813601114e-7,6.1718947944427,protein_coding
MCL1,-0.23451647878178145,1.4222730500897192e-4,-4.823732129885252,protein_coding
HSPD1,-0.14604513209104003,2.957622194486749e-6,-5.621945326643916,protein_coding
ITGA9,-0.17960012932637381,0.008921939296375244,-3.7885866195211317,protein_coding
ATP10D,0.46552953725505186,6.346901557098547e-5,5.007329339374681,protein_coding
EGFR,-0.49298289170631066,0.023275525273766574,-3.493615394598145,protein_coding
TMEM47,0.653470061229098,1.1109512028737616e-59,16.75870822793373,protein_coding
OGT,-0.31255551004003546,8.869632423553735e-5,-4.930525502603047,protein_coding
GCNA,-0.8629699158823074,4.479185260423041e-23,-10.497449502284777,protein_coding
PLPPR1,-0.5674715527409929,0.016311279080283143,-3.6033051095974074,protein_coding
UGCG,-0.26974924073675455,7.216373182143042e-5,-4.9801183874040005,protein_coding
CYP17A1,-0.3648465034173234,2.1178937429916617e-5,-5.239682973732259,protein_coding
CNNM2,0.6380135550269554,4.178359716919957e-5,5.094567615192654,protein_coding
KIRREL3,0.38203304222563134,0.01635919415851795,3.6010619879067756,protein_coding
PTS,-0.18240532621429653,0.00527521447252736,-3.945754194303439,protein_coding
NEK7,0.5065600924352669,1.6181479564560628e-6,5.734220837044778,protein_coding
CACUL1,0.3813134271474525,5.588581251079567e-5,5.034214511829807,protein_coding
SPOCK1,-0.22485920710296656,0.006322162060615185,-3.883433419883775,protein_coding
PLEKHH2,-0.48521374531726574,3.4644994448887016e-5,-5.1324418478991065,protein_coding
TMEM123,0.7824423344732931,3.599378893517299e-68,17.9221282705519,protein_coding
PELO,-0.2654096126224533,2.0845268976505578e-4,-4.736002644234193,protein_coding
DAB2,-0.1243482350206142,0.011625627278338952,-3.7007285773677676,protein_coding
PITPNC1,-0.29753249684636274,0.04723416235359686,-3.268440125010132,protein_coding
ENAH,-0.2007399781776993,0.002126176245844986,-4.179197631569437,protein_coding
FDXR,-0.23105411876779505,0.004462973680654881,-3.994450279740097,protein_coding
IL23R,2.7844500611634952,1.1155503478456662e-22,10.405794524618385,protein_coding
VCAM1,-0.4600903750686023,3.4644994448887016e-5,-5.134301802917571,protein_coding
DDR2,0.4484972904562898,7.233345970820752e-5,4.9748825344207495,protein_coding
HSPA4L,0.41213105142193024,0.006112427892160077,3.894924205022543,protein_coding
TMEM161B,0.2744826898176958,0.04801016497688705,3.25749296378194,protein_coding
STARD4,-0.35792235520903426,3.9919144922761225e-12,-7.727302905683312,protein_coding
PTTG1,0.21763191681045263,0.004256031230643342,4.009292924235071,protein_coding
CTSB,0.30187202595804624,5.928547092700019e-6,5.494626309346393,protein_coding
ABTB2,1.2880557011141993,9.459074938126792e-6,5.402839835463783,protein_coding
MAPRE2,0.2345873543549531,0.003018500708139717,4.09329758914338,protein_coding
ZNF641,-0.27194325752989595,2.260913770161481e-10,-7.166130379524184,protein_coding
ADAM9,0.4932850852598011,3.083354453887473e-11,7.447633895658398,protein_coding
IL7R,-1.0466591147599598,5.619803942049565e-7,-5.923335621371891,protein_coding
CEP120,0.422232812787241,0.02431387751177657,3.479080178776076,protein_coding
MECP2,0.7425773131841442,5.555614605764009e-26,11.12218814407383,protein_coding
CRADD,-0.45600252481840825,0.005100870120828957,-3.957314241707915,protein_coding
RNF150,0.8034105674083387,0.0018186196390524135,4.2219333732397795,protein_coding
INSR,0.5076226784918608,1.9126742018539937e-9,6.85031829402519,protein_coding
KCNK3,-0.17872189278529862,2.8121502092024757e-6,-5.63364845177045,protein_coding
SCG2,-0.5447638218475263,0.040648299532377766,-3.316127696623429,protein_coding
ABLIM3,0.4037796772381819,0.037076221338161616,3.3472392268813818,protein_coding
GLRX,-0.5053710322674874,1.534094759317067e-7,-6.142851825192685,protein_coding
SH3PXD2B,0.37404986803983603,0.04801016497688705,3.2594555900648423,protein_coding
CHST1,-0.24991109788263097,0.006664380546909157,-3.867329295859302,protein_coding
CCDC184,-0.24410653079031927,0.0017049859545764773,-4.242086684444091,protein_coding
SPINK6,-0.2003755140058526,1.3425274630748965e-4,-4.837573673347283,protein_coding
TMEM132E,-0.5165601948980012,1.0457782138545813e-7,-6.210100293619374,protein_coding
C5orf24,0.22346872522162917,0.010555579137584441,3.7306969884454237,protein_coding
PCP4,-0.13459231417721124,3.845512158175052e-4,-4.593448852500951,protein_coding
XPOT,0.18895047811161939,0.011562351275138365,3.7051497764865973,protein_coding
ARMCX2,-0.30215556776006,0.014210835205434817,-3.6449154994981647,protein_coding
MC2R,-0.33035709506856875,0.0017193594070215393,-4.238308132831121,protein_coding
DLK1,-0.11184417808392819,0.005851651222745743,-3.913897652094129,protein_coding
INSIG1,0.31554992962512807,3.0518177689091365e-4,4.6538203325587135,protein_coding
MITF,0.4166263312561568,3.2525411108884377e-4,4.632319041009904,protein_coding
CD55,0.22014893306219369,0.005498494541743486,3.930759967244895,protein_coding
DYNC1H1,0.3554018495743331,0.008389033392282148,3.8075403038373303,protein_coding
SLC6A17,0.7726765034880004,1.8011986326663989e-6,5.712962728999352,protein_coding
RPL12,0.13606229321811444,0.010094649401159426,3.7478799139594132,protein_coding
MIER1,0.35372938562319484,0.010094649401159426,3.7466170892408077,protein_coding
CCDC69,0.22192912078497892,1.016893085404424e-4,4.90143042438239,protein_coding
MT-CYB,-0.09033277719878527,0.0010013155352761296,-4.3694769668985805,protein_coding
MT-ND2,0.1514877559623636,1.254422090205303e-5,5.349149025585615,protein_coding
BRINP2,0.3579581192449583,0.014210835205434817,3.645130391460273,protein_coding
MT-CO1,-0.28049989561680455,2.697033514891316e-44,-14.453723111891483,protein_coding
MT-ATP6,0.28700107232376926,4.219532694705864e-33,12.516857641957854,protein_coding
TRPC5OS,-0.5754613012399339,0.034254720884127635,-3.370498351104808,protein_coding
COL15A1,-0.31344045939045684,7.029796764467189e-8,-6.275638986592028,protein_coding
SLC35F6,0.3475966821049442,0.025621277552514393,3.4635927430063997,protein_coding
ITGA1,-0.2700520110201421,4.383742044151754e-8,-6.3593110801883554,protein_coding
MTND1P23,-0.15647784404409884,0.01757397688063555,-3.575076532281499,unprocessed_pseudogene
MT-ATP8,0.500678896871172,5.806596239461308e-47,14.889875207263774,protein_coding
RP11-392O17.1,-0.7137088801987532,3.8151954276817013e-29,-11.765478266905234,lincRNA
CYP21A2,-0.5652545684736703,6.238656467543187e-45,-14.563315312655359,protein_coding
MTCO1P12,-0.35885731500233203,1.0117417742338899e-52,-15.763263323200546,unprocessed_pseudogene
GSTA1,-0.1637084034295249,0.03299388012660004,-3.3822013776359663,protein_coding
MTATP6P1,0.31065674553334316,1.988564268769173e-33,12.582768338782929,unprocessed_pseudogene
TUG1,0.2123013495054398,0.016942446375258675,3.5875390523688844,antisense
ANKHD1-EIF4EBP3,0.8160915501703032,0.006186975758929141,3.8903288382880756,protein_coding
MYZAP,-0.2761992695652047,0.004260789243637274,-4.0072189336422195,protein_coding
SNORD3B-1,-0.6758432991436151,0.04801016497688705,-3.2570893860208185,snoRNA
EBLN3P,-0.17360811115969205,0.01978662933173645,-3.539594767452406,lincRNA
